	fullname	id	likes	replies	retweets	text	timestamp	url	user	sentiment score
48	wosh u face, wosh u hand, wosh u leg, wosh u SOUL	954141337946918912	0	0	0	That's the same Trump lawyer mentioned at length in the Fusion GPS testimony released today by the House committee that recorded it.	2018-01-18 23:59:56	/rdhesselbrock/status/954141337946918912	rdhesselbrock	0.0
49	Iconic Infidel	954141337766518784	0	0	0	Trump is an embarrassment to the entire PORN INDUSTRY	2018-01-18 23:59:56	/iconic_infidel/status/954141337766518789	iconic_infidel	0.0
50	Michael Edwards	954141337628033024	4	0	1	Can there be any question the Trump administration is racist,  promotes racist views and racist policies? Just another example  and not an isolated one.	2018-01-18 23:59:56	/RomanMikeKam/status/954141337628033024	RomanMikeKam	0.0
51	SuznG	954141337548242944	0	0	0	"Trump’s evangelical advisers abandon him for threatening to deport children 
https://shareblue.com/trumps-evangelical-advisers-abandon-him-for-threatening-to-deport-children/#.WmE077_60ZY.twitter … via @shareblue"	2018-01-18 23:59:56	/therealsuzn/status/954141337548242944	therealsuzn	0.0
52	Integralia	954141336415989760	0	0	1	Hoy en #IntegraliaData: ¿Cómo termina el primer año de presidencia de Trump?  Entérate aquí>  http://bit.ly/2FRkDII pic.twitter.com/CuhtKYBvt3	2018-01-18 23:59:56	/Integralia_Mx/status/954141336415989760	Integralia_Mx	0.0
53	Virgil Van Dyke	844337828154806272	0	1	0	whats with ur trump fetish and why do u trust a conman so much, its baffling how u praise him but say hes draining the swamp	2017-03-21 23:59:59	/BesnerLFC/status/844337828154806273	BesnerLFC	0.2
54	b r a n d o n	843964986624036864	84338	208	43555	"when you find out Tomi Lahren got suspended from her job and Trump is being investigated by the FBI
https://twitter.com/tybrokesign/status/824650151532826624/video/1 …"	2017-03-20 23:18:27	/melaninboi/status/843964986624036865	melaninboi	0.0
55	Ann Coulter	844309971378438144	7857	479	2423	CNN: Trump mentioned Putin 80 times in 2016!  So? Don Lemon mentioned Putin 80 times last night.	2017-03-21 22:09:18	/AnnCoulter/status/844309971378438145	AnnCoulter	0.0
56	Thomas Moore	844204766901276672	4015	7	1552	"Me: Why does Trump keep lying?

Trump supporters: He's not lying, you liberal snowflake. He's just speaking Americanese "	2017-03-21 15:11:15	/Thomas_A_Moore/status/844204766901276673	Thomas_A_Moore	0.0
57	Deirdre Walsh	844296072512114688	255	8	152	"NJ GOP Rep Leonard Lance tells reporters after he met with President Trump/VP Pence, ""I'm a no"" on healthcare bill."	2017-03-21 21:14:04	/deirdrewalshcnn/status/844296072512114688	deirdrewalshcnn	0.0
58	ARM 3mil 2.1%	844337521043689472	8	2	9	Ivanka Trump firm accused of exploiting White House for profit @catscatscatzhttps://www.google.com/amp/amp.usatoday.com/story/99446960/ …	2017-03-21 23:58:46	/adirado29/status/844337521043689472	adirado29	-0.1
59	Darrell Goldrup	844337826728677376	0	1	0	Hey folks... This is what delusional leftist people are like. Sad losers! Trump is great!! https://twitter.com/Claymoor83/status/844289057962254336 …	2017-03-21 23:59:59	/DarrellGoldrup/status/844337826728677376	DarrellGoldrup	0.04999999999999999
60	Daily Express	844336614700670976	5	0	4	WORLD ON THE BRINK: North Korea to launch 'powerful missiles AT ANY MOMENT', US fears #trump http://ln.is/www.express.co.uk/ne/P21tD …pic.twitter.com/hQohSU8Ft0	2017-03-21 23:55:10	/Daily_Express/status/844336614700670976	Daily_Express	0.3
61	Trump Texas	844262703162183680	39	1	36	"#Nevada - Contact your Senators!

Let them know you VOTE, and you expect them to Fully Support President Trump
https://twitter.com/gov/lists/us-senate/members …pic.twitter.com/XF5NfLJ7LH"	2017-03-21 19:01:28	/3lectric5heep/status/844262703162183681	3lectric5heep	0.0
62	Paul Joseph Watson	844319589152493568	4184	289	3170	"Anti-Trump Jewish Man Arrested For Spray-Painting Swastikas On Own Home

ANOTHER fake hate crime! http://www.informationliberation.com/?id=56455 "	2017-03-21 22:47:31	/PrisonPlanet/status/844319589152493568	PrisonPlanet	-0.225
63	Skepacabra	844337826497990656	0	3	0	"You mistake me from Trump. https://www.scientificamerican.com/article/big-gap-between-what-scientists-say-and-americans-think-about-climate-change/ …

That's 13% of all scientists where actual climate sci are a small subset"	2017-03-21 23:59:59	/Skepacabra/status/844337826497990656	Skepacabra	-0.125
64	HuffPost Politics	844336111065481216	60	10	33	Even some GOP governors hate Donald Trump's budget  by @svdate http://huff.to/2nb973B pic.twitter.com/A3r3SiSZ66	2017-03-21 23:53:10	/HuffPostPol/status/844336111065481217	HuffPostPol	-0.8
65	b r a n d o n	843964986624036864	84338	208	43555	"when you find out Tomi Lahren got suspended from her job and Trump is being investigated by the FBI
https://twitter.com/tybrokesign/status/824650151532826624/video/1 …"	2017-03-20 23:18:27	/melaninboi/status/843964986624036865	melaninboi	0.0
66	Anntensity	844311956236521472	1009	64	297	"proper headline SHOULD be:
NUMBER 1 TRUMP SUPPORTER CONTINUES TO KEEP TRUMP ON TRACK 
http://us.blastingnews.com/showbiz-tv/2017/03/ann-coulter-turns-on-donald-trump-during-scathing-twitter-tantrum-001566409.html …"	2017-03-21 22:17:11	/anntensity/status/844311956236521472	anntensity	0.0
67	Queen of the Nerds	844337536952483840	1	0	2	Here's what Jimmy Breslin wrote about Donald Trump decades ago http://nydn.us/2mNrXv4 	2017-03-21 23:58:50	/TheRealDaniYell/status/844337536952483840	TheRealDaniYell	0.0
68	Matea Gold	844295452577206272	529	16	328	First a DC wine bar, now a SF clothing boutique. Expect more suits claiming Trump businesses have unfair advantage. http://wapo.st/2o1R11z?tid=ss_tw …	2017-03-21 21:11:36	/mateagold/status/844295452577206278	mateagold	0.08333333333333333
69	The Colonel	844337825986351104	0	0	2	Schumer: Senate Shouldn't Vote On Gorsuch While FBI Investigates Trump http://fb.me/1Jha9LV58 	2017-03-21 23:59:59	/ryanjharmon/status/844337825986351108	ryanjharmon	0.0
70	K	844337825940230144	0	0	0	Ivanka Trump firm accused of exploiting White House for profit http://usat.ly/2mMCcz2  via @USATODAY	2017-03-21 23:59:59	/buffyfa516/status/844337825940230144	buffyfa516	-0.1
71	ROSIE	844323493814714368	5446	531	2111	how did trump come to hire paul manafort? how did they meet? who thought up paul for that position? anyone? #Trumprussia #treason	2017-03-21 23:03:02	/Rosie/status/844323493814714368	Rosie	0.0
72	TRUMP as POTUS	916815401190875136	0	0	0	Today is 2017-10-07 05:00 PM in LA and Donald J. Trump is still the President.	2017-10-07 23:59:59	/TRMPasPOTUS/status/916815401190875139	TRMPasPOTUS	0.0
73	Jorge A. Mussuto	916815400092028928	0	0	0	Top story: Trump on North Korea: 'Only one thing will work' - CNNPolitics http://www.cnn.com/2017/10/07/politics/trump-north-korea-negotiations-tweet …, see more http://tweetedtimes.com/jmussuto?s=tnp 	2017-10-07 23:59:59	/jmussuto/status/916815400092028929	jmussuto	0.3333333333333333
74	Kathy	916815399043334144	1	0	0	Apparently so was Trump.	2017-10-07 23:59:59	/kherm14/status/916815399043334144	kherm14	0.05
75	Michael Hinsley	916815398619668480	1	0	0	Trump is safe. “The Frigging Moron” is Chaos Personnified. Putins’ Goal In US is Confusion. The Murders Are Simply Housekeeping.	2017-10-07 23:59:59	/chezmichel7/status/916815398619668481	chezmichel7	-0.10000000000000002
76	Melani	916815398078701568	1	1	1	And in this corner it's the  with an IQ of 17. In this corner are some of the brightest minds we have. Trump's fucked	2017-10-07 23:59:59	/Melani_denham/status/916815398078701569	Melani_denham	-0.6
77	Toto	916815397931900928	0	0	0	We all gonna die in the hands of trump	2017-10-07 23:59:59	/Toto_nairesiai/status/916815397931900928	Toto_nairesiai	0.0
78	Derek paul	916815397114056704	3	0	0	So Puerto Rico still suffering NK going to launch nuclear weapons Russia hacks our voting what does trump do? Goes to a rally in NC asshole	2017-10-07 23:59:58	/dpt7401/status/916815397114056704	dpt7401	0.0
79	Gretchen Lewis	916815396921102336	0	0	0	Never have, never will. I refer to him as trump, and always use lower case when typing.	2017-10-07 23:59:58	/glmlewis/status/916815396921102337	glmlewis	0.0
80	Myrna	916815395968995328	0	1	0	Trump is demented and we should all be united in getting him out of office. That would be patriotic!	2017-10-07 23:59:58	/MyrnaDawn/status/916815395968995329	MyrnaDawn	0.0
81	Pat Lee	916815391837564928	0	0	0	All the pussy hats who are feminists, can pay their own way. Else, they are pussies but NOT feminists.	2017-10-07 23:59:57	/Leakers17/status/916815391837564928	Leakers17	0.6
82	William Foos #PEACE and Love	916815389434302464	0	0	0	Trump is going to keep it up with the wall until there's A FUCKING  border war with Mexico spell the fucking coffee Congress!!!!	2017-10-07 23:59:57	/williamFoos2/status/916815389434302466	williamFoos2	-0.8
83	Terri Solares	916815384157634560	1	1	0	When dating do you bluntly ask their political party? It would cause concern about what kind of man would support Trump.	2017-10-07 23:59:55	/TSolares/status/916815384157634560	TSolares	0.3
84	DAVID WILSON	916815384073957376	0	0	0	Trump is the determining factor, and you can keep score by counting those standing behind him...worse, those passing his agenda.	2017-10-07 23:59:55	/DavidWls22/status/916815384073957376	DavidWls22	-0.4
85	Amy Oddo ❄️	916815382849212416	1	0	0	BULLSH**!! It is part of the Pence agenda to push women back to 1950! Trump LOVES birth control! pic.twitter.com/u9F7OUuoYo	2017-10-07 23:59:55	/AmyOddo/status/916815382849212417	AmyOddo	0.0
86	Brian	916815381930668032	0	0	0	"ANOTHER GOLF TRIP FOR THE PERSON WHO SAID""I WON'T BE PLAYING MUCH GOLF""WHAT A LYING ASSHOLE YOU ARE TRUMP!! #LIAR &CHIEF"	2017-10-07 23:59:55	/knowye/status/916815381930668032	knowye	0.3125
87	Wilhelm Vins	916815379623825408	0	0	0	Way more important than gun control: take nuclear control away from Trump! https://twitter.com/thehill/status/916800586896625669 …	2017-10-07 23:59:54	/pitvins/status/916815379623825408	pitvins	0.5
88	outonleave	916815377497280512	0	0	0	Let's face it, we got fucked in the Alternate Universe Sweepstakes. In 1 out of 4,000,000 Multiverses did Trump... http://fb.me/8kKFlmlCE 	2017-10-07 23:59:54	/outonleave00/status/916815377497280512	outonleave00	-0.3
89	Valdar	916815377186799616	0	0	0	I wouldn't be surprised if Trump wins another 4 years, need self-induced coma, wake me up in 2024. https://www.google.com/amp/www.chicagotribune.com/news/opinion/commentary/ct-trump-election-2020-win-20171007-story,amp.html …	2017-10-07 23:59:54	/avfpev/status/916815377186799617	avfpev	0.10000000000000002
90	Cate	916815376666759168	1	0	1	"Trump Ominously Tweets ‘Only One Thing Will Work’ With North Korea

Trump’s only  way out is to start a war.  http://www.huffingtonpost.com/entry/trump-north-korea-only-one-thing-will-work_us_59d939fde4b046f5ad98a952?div …"	2017-10-07 23:59:54	/lavndrblue/status/916815376666759168	lavndrblue	0.0
91	Ann Becker	945806430585704448	0	0	0	The Trump-Less Kennedy Center Honors https://www.nytimes.com/2017/12/25/opinion/kennedy-center-honors-trump.html …	2017-12-26 23:59:59	/travelwAnn/status/945806430585704449	travelwAnn	-0.1
92	TODD PERRY	945806428387889152	0	0	0	Mueller is NOT impartial but anti Trump and PRO hillary! https://www.infowars.com/rep-louie-gohmert-mueller-would-love-to-get-trumps-scalp/ …	2017-12-26 23:59:59	/TODDPERRY3/status/945806428387889153	TODDPERRY3	0.0
93	Resistance Futile!!	945806427301363712	1	0	0	"Flake is aptly named. He is a Snowflake Rino. He is not liked in Az and would lose if he ran for re-election. Flake is the coyote and Trump is the Roadrunner.
RESISTANCE IS FUTILE!!
MAKING AMERICA GREAT AGAIN!!"	2017-12-26 23:59:59	/SillySnowflakes/status/945806427301363712	SillySnowflakes	0.3770833333333334
94	 ❄️ 🌊 🌊Mary 🌊 🌊 ❄️	945806427221843968	0	0	0	In Trump, and your daughter, you, and the rest of the @GOP, we have thieves, liars, and bullshit artists.  And people are sick of it.  But you all keep playing your game. We got you.  2018!	2017-12-26 23:59:59	/JustMaryy/status/945806427221843968	JustMaryy	-0.6071428571428572
95	COUNTRY GIRL	945806426152112128	0	0	0	It’s so obvious how much hate you have for President Trump it’s a sickness, you don’t matter anyway @POTUShttps://twitter.com/bettemidler/status/945804985098436609 …	2017-12-26 23:59:58	/ZiggyinHeavon/status/945806426152112128	ZiggyinHeavon	-0.4
96	REAL NEWS FAKE PREZ	945806425355251712	0	0	0	so 2 indictments. 2 guilty pleas.  ALL team trump. Huh.	2017-12-26 23:59:58	/PaineFan01/status/945806425355251714	PaineFan01	-0.5
97	Sadie Omalley	945806423975395328	0	0	0	I read this as 'Trump raises Nazis'. Still works.	2017-12-26 23:59:58	/OMalley_HG/status/945806423975395329	OMalley_HG	0.0
98	Rex John	945806423589400576	0	0	0	Yes.  And now that Trump has single-handedly put Christ back in Christmas, do you suppose we could put Christ back in Christianity?  Then perhaps we could all tolerate it too.	2017-12-26 23:59:58	/spindocRJ/status/945806423589400576	spindocRJ	0.0
99	glenda george	945806420858961920	0	0	0	I trust you for being a good Trump supporters it seems I was wrong.What happened to you for going against the president	2017-12-26 23:59:57	/sofiegeorge/status/945806420858961920	sofiegeorge	0.7
100	Adrian Ashby	945806420418719744	0	1	0	I think your comment goes for all countries. Trump certainly treats woman like 2nd class citizens. gtab em by the pussy  handgun deaths in USA exceeded 12,000 this year. you ok with that?	2017-12-26 23:59:57	/AshbyAdrian/status/945806420418719745	AshbyAdrian	0.2380952380952381
101	Deborah Von Brod	945806418824740864	0	0	0	"Does this sound familiar?
Time to take Trump to court! pic.twitter.com/6A2jV2wnaO"	2017-12-26 23:59:57	/DeborahVonBrod/status/945806418824740864	DeborahVonBrod	0.434375
102	Dead Money	945806418174758912	0	0	0	At least we have some areas of agreement.  Not to mention I used to have three wonderful cats, Annie, Sammy and Tiffany.  But I will apologize for my nasty tone in my first tweet; not my politics.  And I know for a fact that Donald Trump is the farthest thing from racist.	2017-12-26 23:59:56	/CardDead1/status/945806418174758914	CardDead1	-0.012500000000000011
103	Ian Traverse	945806417839230976	0	0	0	There is simply no meaningful comparison between Churchill and Trump. For a start one of them isn’t statesman like. Teaser,  it’s not Churchill. https://twitter.com/MrBrendanCox/status/945776152878174209 …	2017-12-26 23:59:56	/F9Shift/status/945806417839230978	F9Shift	-0.25
104	Joe Deegan	945806417382068224	0	0	0	Holiday Shopping Data Illustrate Success of Trump's Policies and Democrats' Difficult Road https://fb.me/CFCa6y2p 	2017-12-26 23:59:56	/JoeClarkDeegan/status/945806417382068224	JoeClarkDeegan	-0.1
105	HarunMaruf Polls	945806416740323328	16	8	17	Poll: There were so many international news stories this year - from hurricanes to London's Grenfell Tower fire, fall of Raqqa, presidential elections, Trump's Jerusalem decision and many others. I chose these 4 stories! Please vote or just reply with your other pick!	2017-12-26 23:59:56	/HarunMarufPolls/status/945806416740323335	HarunMarufPolls	0.2421875
106	Jorge Garcia	945806414068506624	1	0	0	Isn’t it great to have one day after another, because, one day we will wake up and the headline will be TRUMP IS OUT -or TRUMP RESIGNED -or TRUMP IS HEADING TO JAIL -or TRUMP SUFFERED GREATEST LOSS or TRUMP& FAMILY INDICTED. PATIENCE IS A VIRTUE !  We will see one of them.	2017-12-26 23:59:56	/jorgelgarcia33/status/945806414068506624	jorgelgarcia33	0.5666666666666668
107	Michael Quintos	945806411908435968	0	0	0	The Trump administration is scaling back fines against nursing homes that harm residents or place them in grave risk of injury https://nyti.ms/2pt7EsQ 	2017-12-26 23:59:55	/mquintos/status/945806411908435968	mquintos	0.0
108	Donna	945806411128299520	0	0	0	@GovMikeHuckabee Are u insane!  trump is a petulant 2 year old toddler.  He’s this nation’s first subhuman President. https://twitter.com/govmikehuckabee/status/945739713138315264 …	2017-12-26 23:59:55	/Donna_DHKBB/status/945806411128299521	Donna_DHKBB	-0.21666666666666667
109	Susan Petrucelli	945806409094057984	0	0	0	China Erects A Trump Statue For The New Year http://dailycaller.com/2017/12/26/china-erects-a-trump-statue-for-the-new-year/?utm_source=site-share … via @dailycaller	2017-12-26 23:59:54	/Petch9415Susan/status/945806409094057984	Petch9415Susan	0.13636363636363635
110	USA Liberty News	945806407051501568	0	0	0	"Chris Matthews Confused Why 'Regular' Republicans Support Trump's Tax Cuts: 'Why Did They Vote This Way?'
 http://libertyrednews.com/chris-matthews-confused-regular-republicans-support-trumps-tax-cuts-vote-way/ …"	2017-12-26 23:59:54	/UsaLibertyNews/status/945806407051501568	UsaLibertyNews	-0.2
111	 🇺🇲Cavalry_Scout.45mm 🔫	953054186454822912	45	9	18	"Maxine Waters boycotting Trump's State of the Union address....

I'm sure everyone is broken hearted to not be graced by her presence.

Wake up silly Democrats, Trump don't care and most importantly... The people don't care. We only care about hearing Trump's plan to #MAGA2018!!!"	2018-01-15 23:59:59	/Deacon_1971/status/953054186454822913	Deacon_1971	0.08333333333333333
112	James Madison	953054185716682752	3	2	2	If known Liar Little Dicky Durbin actually wanted a deal on DACA.... the flaccid nincompoop wouldnt have ran to the press right after the closed door meeting to lie his arse off.  Democrats dont want a deal because they dont want Trump or the USA to win on anything.	2018-01-15 23:59:59	/JamessMadison/status/953054185716682752	JamessMadison	0.15964285714285714
113	Jan Erickson	953054183917342720	0	0	1	Donald Trump adds 'treason' to smear of FBI http://www.msnbc.com/rachel-maddow/watch/donald-trump-adds-treason-to-smear-of-fbi-1135290435602 …	2018-01-15 23:59:58	/Mistress_Jan/status/953054183917342721	Mistress_Jan	0.0
114	Christian A.K.A =            ⭕️Sub-Zero ⭕️	953054182252122112	0	0	0	Really Mr. Trump? Hmm, I think those words should come out of someone t that respect culture, race and color. Someone that sees one nation under god. Not someone that supports diversity and hatred towards different race and color. We come from “shitholes” right? Just don’t	2018-01-15 23:59:58	/SubZer0u/status/953054182252122114	SubZer0u	0.1619047619047619
115	LUPIN	953054182134697984	0	0	0	Donal J Trump is a RACIST LIAR. @POTUS @realDonaldTrump	2018-01-15 23:59:58	/Skiridr/status/953054182134697984	Skiridr	0.0
116	CNN PIECE OF SH 💩T  ◾	953054182113767424	0	0	0	"#MAGA #MLKDay #Trump #AmericaFirst #DrainTheSwamp #TrumpTrain #Trump2020 
󾓦󾓦󾓦󾓦󾓦󾓦󾓦󾓦󾓦󾓦https://twitter.com/renomarky/status/953052101353115648 …"	2018-01-15 23:59:58	/renomarky/status/953054182113767424	renomarky	0.0
117	JeFfErSoN (ⓢⓔⓟ 🦂)	953054182105378816	5	0	3	Tem que postar tudo no twitter do Donald Trump pq assim ele sabe a real de tudo dito pelo povo ñ pela bosta da imprensa .	2018-01-15 23:59:58	/jrvsnp/status/953054182105378817	jrvsnp	0.2
118	MWatsonTX	953054180792590336	7	2	3	Trump got by with it and was able to run for POTUS by refusing to show American voters his tax returns. Whereas, HRC revealed 30-years of tax returns. We MUST change state & federal laws now to require all future POTUS & VP candidates to release multiple years of tax returns! https://twitter.com/mppmaddog/status/952965157197631488 …	2018-01-15 23:59:58	/MWatsonTX/status/953054180792590337	MWatsonTX	0.125
119	Alfred	953054178246582272	0	0	0	Good because it would be a embarrassment for Trump to be seen with you	2018-01-15 23:59:57	/Alfred92808994/status/953054178246582272	Alfred92808994	0.7
120	Shamika Daniel	953054177873268736	0	1	0	I really want Trump to end up in jail!!!!!’	2018-01-15 23:59:57	/DanielShamika/status/953054177873268736	DanielShamika	-0.052587890624999994
121	Justice Seeker  ✊🏼 💥	953054175453241344	105	5	62	"Nixon - “I am not a crook.”
tRump - “I am not a racist.” pic.twitter.com/cKQz8FHjOf"	2018-01-15 23:59:56	/tizzywoman/status/953054175453241349	tizzywoman	0.0
122	Hypnotic Studios	953054175335796736	0	1	0	Record high and it keeps going up but i am not racist because i like trump i have a ton of Mexican, black, white, indian, native friends that i talk to daily so how am I racist I don't see my self better than anyone else because im white	2018-01-15 23:59:56	/HypnoticDZN/status/953054175335796737	HypnoticDZN	0.07047619047619048
123	 ♦️ Denise Nichole  ♦️	953054175226507264	0	0	0	Trump is not part of the establishment and if he succeeds, the establishment will never win again, you see, he is a threat to the establishment because they fear a united America, that gives control back to the people and they don’t want that #Facts	2018-01-15 23:59:56	/allabouttrump/status/953054175226507264	allabouttrump	0.09999999999999998
124	Joyce Lawton	953054175134408704	0	0	0	the Trump probably has more words, better words, bigger words...	2018-01-15 23:59:56	/ponymom48/status/953054175134408704	ponymom48	0.3333333333333333
125	Wendy Hirschegger	953054174152859648	2	0	0	Actually, just being in #shitholepresident trump's presence would be enough to sicken people! But, in any case, LMFAO!!! https://twitter.com/kylegriffin1/status/953051758342918144 …	2018-01-15 23:59:56	/hirschw1/status/953054174152859648	hirschw1	0.0
126	Sarah	953054174060732416	0	0	0	"first she's bad for not supporting trump now she's a ""fake feminist"" these trolls are dumb as hell"	2018-01-15 23:59:56	/fisharnolds/status/953054174060732417	fisharnolds	-0.2899999999999999
127	DIYPOTUS	953054173913903104	0	0	0	LeBron James says Donald Trump has allowed racists to operate without fear - http://bit.ly/2DCz1E7  - #USPolitics #trump #potus	2018-01-15 23:59:56	/diypotus/status/953054173913903104	diypotus	0.0
128	vlh	953054172475154432	0	0	0	Trump the great deal maker isn't smarter then a fifth grader to make a DACA deal w Democrats. The Trump plan. pic.twitter.com/ivR8ljFv4W	2018-01-15 23:59:56	/coton_luver/status/953054172475154432	coton_luver	0.8
129	Stealth Jeff	953054172441661440	573	10	273	At the very least, they need to manufacture a scandal so bad it will cripple the incoming Trump administration and render it ineffective in fomenting any real change to policy - or the uncovering of Obama/HRC/DOJ/FBI criminal activity.	2018-01-15 23:59:56	/drawandstrike/status/953054172441661440	drawandstrike	-0.3225
130	Tom Geoghegan	953054171443449856	0	0	0	'Those damn tweets'... four Trump voters grade the president's first year http://www.bbc.com/news/av/world-us-canada-42694879/trump-voters-grade-president-s-first-year …	2018-01-15 23:59:56	/tom_geoghegan/status/953054171443449856	tom_geoghegan	0.25
131	Infonya Mas	837090071085985792	0	0	0	Saham Wall Street Melonjak Setelah Pidato Trump di Kongres http://blog.sekseeh.com/berita/saham-wall-street-melonjak-setelah-pidato-trump-di-kongres/ …pic.twitter.com/yx7wbUapcK	2017-03-01 23:59:59	/Infonya_Mas/status/837090071085985798	Infonya_Mas	0.0
132	Donna Brazile	837011231055704064	1418	299	702	We must never normalize those who peddle lies and misinformation. CNN drooled all over Trump’s speech.  https://newrepublic.com/minutes/141039/cnn-drooled-trumps-speech ….	2017-03-01 18:46:43	/donnabrazile/status/837011231055704066	donnabrazile	0.0
133	Steve Kopack	837084933071962112	1391	62	825	"NBC: *TEN* sr officials from across govt say that no valuable intel has come from Yemen raid so far

Last night, Trump said the opposite"	2017-03-01 23:39:34	/SteveKopack/status/837084933071962112	SteveKopack	0.025
134	tim aquino	837090070427537408	0	0	0	i think you're at the trump tower by columbus circle. right or wrong? :)	2017-03-01 23:59:59	/timaq/status/837090070427537408	timaq	0.09523809523809523
135	Rula Jebreal	836813513653907456	94	7	54	Contrary to Trump’s claimes, immigrants are less likely to commit crimes, yet, @POTUS keeps repeating that Lie.https://nyti.ms/2k8PNU0 	2017-03-01 05:41:03	/rulajebreal/status/836813513653907457	rulajebreal	-0.08333333333333333
136	John Nichols	837063777547927552	104	8	53	"Trump's ratings? SAD

Obama 1st speech to Congress: 52.4M viewers
Trump 1st speech to Congress: 43M viewers https://www.google.com/amp/www.hollywoodreporter.com/amp/live-feed/tv-ratings-trumps-congress-address-falls-comparable-obama-speech-981881 …"	2017-03-01 22:15:31	/NicholsUprising/status/837063777547927553	NicholsUprising	-0.5
137	Detector de Mentiras	837087444600258560	71	5	106	El estudio que usó Trump para atacar a los inmigrantes dice en verdad que la inmigración es buena para la economía http://uni.vi/7slV309uO2l pic.twitter.com/i8x0HC3hA2	2017-03-01 23:49:33	/detecdementiras/status/837087444600258561	detecdementiras	0.0
138	Ann Coulter	837083428306694144	20418	580	6311	CNN: After speech, 7 in 10 said Trump's policies will move country in right direction. The other 3 were CNN reporters.	2017-03-01 23:33:36	/AnnCoulter/status/837083428306694145	AnnCoulter	0.08035714285714285
139	Sophi Frost	837090069819293696	0	0	1	Deomcratic response to Trump's speech: He's 'Wall Street's champion' @CNNPoliticshttp://cnn.it/2m5SUg5 	2017-03-01 23:59:59	/SophiFrost/status/837090069819293697	SophiFrost	0.0
140	antonio	791740370631569408	20847	46	9118	14. me when i see trump supporters https://vine.co/v/i5ABOrTUHqX 	2016-10-27 20:36:28	/antoniodelotero/status/791740370631569412	antoniodelotero	0.0
141	Damian Pachter	837086449006743552	12	1	23	[2] Esto significa un golpe demoledor para la organización sunita y un triunfo táctico para el presidente Trump.	2017-03-01 23:45:36	/damianpachter/status/837086449006743552	damianpachter	0.0
142	RITA	837090068955344896	0	0	0	Trump cambia estilo y exhibe un inédito tono presidencial ante el Congreso http://www.latercera.com/noticia/trump-cambia-estilo-exhibe-inedito-tono-presidencial-ante-congreso/ … vía @latercera	2017-03-01 23:59:59	/RITAYULY/status/837090068955344897	RITAYULY	0.0
143	Bradd Jaffy	836765321323298816	17949	441	11725	Trump mentions Boston, San Bernardino, the Pentagon & the World Trade Center. None of those attackers were from countries in his travel ban. pic.twitter.com/cgkcB8YQQc	2017-03-01 02:29:33	/BraddJaffy/status/836765321323298818	BraddJaffy	-0.1
144	tamara	836785452635938816	93	1	61	"""Donald Trump or Mike Pence""  pic.twitter.com/mQkjoK4luj"	2017-03-01 03:49:33	/reverseiris/status/836785452635938816	reverseiris	0.0
145	billy eichner	837056118920736768	5002	114	832	I'm sorry what did Trump do that was so gr8? Imply that all illegal immigrants murder & try 2 change narrative abt a botched fatal mission?	2017-03-01 21:45:05	/billyeichner/status/837056118920736771	billyeichner	-0.5
146	Scott Radley	833118949210460160	1	0	1	New York City Dad Outraged Over Daughter's 'Anti-Trump' Homework Question #MAGA #POTUS #TuckerCarlsonTonight https://youtu.be/ARn6sqMeSdw 	2017-02-19 01:00:10	/MI_RIGHT_SIDE/status/833118949210460165	MI_RIGHT_SIDE	-0.38181818181818183
147	Deanna McGowan	837090068384911360	0	0	0	"""Trump Is Resurrecting t/ Scare Tactics"": Prof. Kelly Lytle Hernández on Trump's Deportation Plans https://www.democracynow.org/2017/3/1/trump_is_resurrecting_the_scare_tactics … via @democracynow"	2017-03-01 23:59:59	/DeannaLee1369/status/837090068384911360	DeannaLee1369	0.0
148	Greg Williams	837090068200321024	0	0	0	@TomPerez People really think DJT makes ties, manages ties, owns tie companies?  The Trump name is licensed to biz's + value	2017-03-01 23:59:59	/GregWil01612948/status/837090068200321024	GregWil01612948	0.2
149	Jeet Heer	837088199767961600	230	12	115	Not content with pissing off the Intelligence Community, Trump is now aiming to alienate military leadership. https://twitter.com/KenDilanianNBC/status/837084047578959873 …	2017-03-01 23:52:33	/HeerJeet/status/837088199767961602	HeerJeet	-0.1
150	Matt Pearce  🦅	837085195949977600	1014	45	1042	"Yesterday, Trump told Congress that the Yemen raid that killed Owens produced ""large amounts of vital intelligence"": https://twitter.com/NBCNightlyNews/status/837083908957167616 …"	2017-03-01 23:40:37	/mattdpearce/status/837085195949977602	mattdpearce	0.03809523809523809
151	Infobae América	895004573441699840	105	11	116	"AHORA | Donald Trump advirtió a Corea del Norte que si aumenta la amenaza nuclear responderá ""con fuego y furia"""	2017-08-08 19:31:33	/InfobaeAmerica/status/895004573441699840	InfobaeAmerica	0.0
152	CNN en Español	895008235899551744	202	70	346	"ÚLTIMA HORA
""Fuego y furia"": la advertencia de Trump a Corea del Norte http://cnn.it/2umwEQy "	2017-08-08 19:46:06	/CNNEE/status/895008235899551745	CNNEE	0.0
153	Claude Taylor	895067316253282304	2698	367	825	"Trump wants war against North Korea so he can point to an ""accomplishment""."	2017-08-08 23:40:52	/TrueFactsStated/status/895067316253282304	TrueFactsStated	0.2
154	Frankie Boyle	895045989647691776	10428	170	3816	Convinced Trump is a Rangers fan. He's had a wee look pre-season and so it's plan b: thermonuclear war	2017-08-08 22:16:07	/frankieboyle/status/895045989647691781	frankieboyle	0.0
