	fullname	id	likes	replies	retweets	text	timestamp	url	user	sentiment score
155	Christopher Stroop	895060395542622208	188	6	94	3. Robert Jeffress, meanwhile, is a prominent Southern Baptist pastor who is a major Trump supporter and has some contact with Trump.	2017-08-08 23:13:22	/C_Stroop/status/895060395542622208	C_Stroop	0.1875
156	God	895070093687873536	3520	94	1171	Donald of the House Trump, King of the Uneducated, Builder of the Huge Imaginary Wall, Protector of Rednecks, and Father of Fake News.	2017-08-08 23:51:54	/TheGoodGodAbove/status/895070093687873536	TheGoodGodAbove	-0.04999999999999996
157	Laura Moser	895040413563846656	146	563	48	To all responsible Republicans in the Senate: Trump's threats to North Korea are terrifying. It's time to speak up.	2017-08-08 21:53:58	/lcmoser/status/895040413563846656	lcmoser	-0.4
158	Jason Terry	895072128160104448	0	0	0	Why Sanders defeats Trump, but Trump defeats Clinton http://thehill.com/blogs/pundits-blog/presidential-campaign/257704-why-sanders-defeats-trump-but-trump-defeats-clinton#.WYpQSJKK-r8.twitter … I'm sharing this forever and ever !  H.A. was spot on here.	2017-08-08 23:59:59	/jasont42/status/895072128160104454	jasont42	0.0
159	The Hummingbird  🐦	895071423491919872	1034	106	1357	RT if you agree that Trump's reckless rhetoric with North Korea is NOT a joke. It is putting America in real danger. pic.twitter.com/RAK0lAtCkp	2017-08-08 23:57:11	/SaysHummingbird/status/895071423491919872	SaysHummingbird	0.2
160	Kyle Griffin	895051476992753664	1452	92	1069	"House Foreign Affairs RM Eliot Engel: ""Trump's reckless behavior and impulsive outburst undermined the security of the American people."" pic.twitter.com/h9KmbswA1D"	2017-08-08 22:37:56	/kylegriffin1/status/895051476992753664	kylegriffin1	-0.0625
161	Amy Siskind	895029429700894720	8426	372	3115	Media, please stop with the nonsense that Trump has some grand plan for acting irrationally and bullying towards N. Korea. He's just nuts!	2017-08-08 21:10:19	/Amy_Siskind/status/895029429700894721	Amy_Siskind	0.25
162	Alexander Panetta	895041490434609152	1553	24	1005	Periodic reminder: The Trump administration still hasn't appointed diplomats to the region https://twitter.com/brianschatz/status/895036302504087552 …	2017-08-08 21:58:15	/Alex_Panetta/status/895041490434609154	Alex_Panetta	0.0
163	Laurence Tribe	894736625946775552	8235	533	6570	Trump's Sinclair Media Group is taking over local TV stations. A real threat to democracy, however creeping and shadowy. Watch for it!	2017-08-08 01:46:49	/tribelaw/status/894736625946775557	tribelaw	0.125
164	PoliticusUSA	894960414173388800	82	19	186	As His Approval Rating Plummets, Trump Is Supporting A Massive State Level Voter Purge via @politicususa http://www.politicususa.com/2017/08/08/approval-rating-plummets-trump-supporting-massive-state-level-voter-purge.html … #p2 #ctl	2017-08-08 16:36:04	/politicususa/status/894960414173388801	politicususa	0.125
165	Jack Posobiec  🇺🇸	895051737995894784	406	65	205	Trump is weighting option to preemptively strike North Korea nuke launch sites. McMaster has been arguing for this for months	2017-08-08 22:38:58	/JackPosobiec/status/895051737995894785	JackPosobiec	0.0
166	LiberalLou	895072127627350016	0	0	0	"@thehill @rollcall @cspan @speakerboehner @GOPleader @whitehouse @housedemocrats @MoveOn @OccupyDemocrats #trump #trumprussia
#resistpic.twitter.com/DKdVPlSHns"	2017-08-08 23:59:59	/JerashkimBrown/status/895072127627350016	JerashkimBrown	0.0
167	sue hon	895072127581376512	0	0	0	Trump gets a folder full of positive news about himself twice a day https://news.vice.com/story/trump-folder-positive-news-white-house … via @vicenews	2017-08-08 23:59:59	/pudderboy/status/895072127581376512	pudderboy	0.28863636363636364
168	G	895041431492071424	520	8	236	When you see North Korea, World War III, and Trump are all trending... pic.twitter.com/tP8hJUyHZa	2017-08-08 21:58:00	/XGroverX/status/895041431492071424	XGroverX	0.0
169	Facts Do Matter	895025989033578496	319	24	192	"Kim Jong-Trump threatens N. Korea with “fire and fury.” He is starting to make Kim Jong-un look like the sane one.
https://www.nytimes.com/2017/08/08/world/asia/north-korea-un-sanctions-nuclear-missile-united-nations.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news …"	2017-08-08 20:56:39	/WilDonnelly/status/895025989033578498	WilDonnelly	0.0
170	AM Joy w/Joy Reid	894960146463338496	898	52	574	Watch @JoyAnnReid guest hosting for @maddow yesterday → #Trump exploits loophole to hire foreign staff http://www.msnbc.com/rachel-maddow/watch/trump-exploits-loophole-to-hire-foreign-workers-at-mar-a-lago-1019565635530 …	2017-08-08 16:35:01	/amjoyshow/status/894960146463338496	amjoyshow	-0.125
171	Should U B In canada	880576614798589952	0	0	0	I wonder what they would say if they were in the same position as Trump	2017-06-29 23:59:59	/move2canada/status/880576614798589953	move2canada	0.0
172	Scott Dworkin	880565497619783680	435	11	335	Vid: Remember that time Trump encouraged violence at his Asheville-NC rally & it led to the arrest of his supporter? https://www.youtube.com/embed/jpWvqDKmSn8 …	2017-06-29 23:15:49	/funder/status/880565497619783681	funder	-0.05
173	Jennifer Rush	880576614504947712	0	0	0	4 Goals for Trump’s European Trip Next Week http://dailysign.al/2tpUnlH  via @FredLucasWH @DailySignal	2017-06-29 23:59:59	/JennRush/status/880576614504947712	JennRush	0.0
174	Joy Reid	880496233319714816	38635	1428	17353	"As a reminder: what Trump felt he simply had to ""hit back"" at, was Mika Brzezinski joking about the fake TIME Magazine cover he made."	2017-06-29 18:40:35	/JoyAnnReid/status/880496233319714819	JoyAnnReid	-0.16666666666666666
175	Jake Tapper	880556121769070592	327	71	106	GOP officeholders slam Trump over tweets http://cnn.it/2tv6Rc8  #TheLead	2017-06-29 22:38:34	/jaketapper/status/880556121769070597	jaketapper	0.0
176	Shaun King	880453773478572032	12365	542	3476	"I will never get used to the fact that our nation elected Donald Trump as President.

It's just so despicable and ridiculous."	2017-06-29 15:51:52	/ShaunKing/status/880453773478572032	ShaunKing	-0.3333333333333333
177	Judd Legum	880495639012016128	13849	288	8410	"""Knock the crap out of them … I promise you, I will pay for the legal fees"" -- Donald Trump https://twitter.com/W7VOA/status/880495298115760128 …"	2017-06-29 18:38:13	/JuddLegum/status/880495639012016129	JuddLegum	-0.30000000000000004
178	Kathy Stabe	880576613091561472	1	0	0	"Donald Trump thinks health insurance costs $15 a month http://shareblue.com/donald-trump-thinks-health-insurance-costs-15-a-month/#.WVWUOrEfYx8.twitter … via @shareblue
Oy @POTUS insurance costs about 20 times more."	2017-06-29 23:59:59	/TXKathy82/status/880576613091561473	TXKathy82	0.5
179	CNN	880576119501705216	2794	793	732	Republican strategist and CNN commentator Ana Narvarro says Trump is  embarrassing, shameful, disgusting http://cnn.it/2sWA1iy pic.twitter.com/vOh59uKuwz	2017-06-29 23:58:01	/CNN/status/880576119501705216	CNN	-1.0
180	America Resurgent	880576613007667200	205	8	14	To Trump allies such as this man who happily allows prisoners to die, the free press is evil.	2017-06-29 23:59:59	/ProgressOutlook/status/880576613007667200	ProgressOutlook	0.050000000000000044
181	IR.net	880575121743859712	23	0	16	BREAKING: Evidence Emerges Of Attempted Collusion Between Trump Campaign & Russia http://ir.net/news/politics/125660/evidence-emerges-attempted-collusion-trump-campaign-russia/ …	2017-06-29 23:54:03	/IRdotnet/status/880575121743859712	IRdotnet	0.0
182	Maxine Waters	880551236805603328	17468	2171	5678	When Trump goes to kiss Putin's ring at the G20 meeting, maybe he should just return to Russia w/ him & their favorite amb. Sergey Kislyak.	2017-06-29 22:19:09	/RepMaxineWaters/status/880551236805603330	RepMaxineWaters	0.5
183	The Associated Press	880574970107187200	17850	450	7554	BREAKING: Hawaii files court challenge to Trump administration's definition of close U.S. relationship needed to avoid travel ban.	2017-06-29 23:53:27	/AP/status/880574970107187200	AP	0.0
184	Bernie Sanders	880571917081694208	5175	608	2805	The Trump-McConnell “health care” bill would slash Medicaid by $2.4 trillion over the next two decades, devastating tens of millions. pic.twitter.com/Zjc7LT8SfO	2017-06-29 23:41:19	/SenSanders/status/880571917081694209	SenSanders	-0.5
185	Scott Dworkin	880484865149464576	5249	100	2850	"GOP Members of Congress—

If you still support Donald Trump, we're going to make sure your voters never forget it.

#TheResistance"	2017-06-29 17:55:25	/funder/status/880484865149464576	funder	0.5
186	Mike Levin	880569360309407744	321	18	214	"Trump's ""new"" energy policy precludes MILLIONS of clean energy jobs & TRILLIONS in wealth creation. It will stifle a sustainable REVOLUTION."	2017-06-29 23:31:10	/MikeLevinCA/status/880569360309407744	MikeLevinCA	0.2515151515151515
187	The New York Times	880572606826635264	179	58	110	President Trump has nominated the health commissioner from Indiana to be the U.S. surgeon general http://nyti.ms/2t6i7bB 	2017-06-29 23:44:04	/nytimes/status/880572606826635264	nytimes	0.05000000000000002
188	Brian Klaas	880554626797457408	285	23	205	Trump will try to use a fake problem (widespread voter fraud, which doesn't exist) as pretext for voter suppression. https://twitter.com/_cingraham/status/880483686289817600 …	2017-06-29 22:32:37	/brianklaas/status/880554626797457410	brianklaas	-0.5
189	MikeBates	880559856180117504	20	2	20	"Comments suggest #Cult45 thinks this is a big Trump victory.
Do they know #KatesLaw passed the House last year?
Heck, Trump probably doesn't https://twitter.com/realdonaldtrump/status/880540637358981120 …"	2017-06-29 22:53:24	/MikeBates/status/880559856180117504	MikeBates	0.0
190	FluffyDogAttack  🇺🇸	880556605586030592	40	4	11	If only Trump would have listened to all of you in the media the last 2 years, maybe then he would be President https://twitter.com/ingrahamangle/status/880433036659232768 …	2017-06-29 22:40:29	/FluffyDogAttack/status/880556605586030592	FluffyDogAttack	0.0
191	Corla Reeves Jackson	924063158284713984	0	0	1	"Former President George W. Bush on Trump's Russia ties: ""We all need answers"" http://ti.me/2lM6moF "	2017-10-27 23:59:59	/officialcorlaj/status/924063158284713984	officialcorlaj	0.0
192	BlueSuiter357TH	924063156875378688	0	0	0	STONE: WHY I URGED TRUMP TO RELEASE JFK ASSASSINATION FILES | Roger Stone - Stone Cold Truth https://stonecoldtruth.com/stone-why-i-urged-trump-to-release-jfk-assassination-files/#.WfPIfLAkb1Y.twitter …	2017-10-27 23:59:59	/AimHighMC130E/status/924063156875378688	AimHighMC130E	-0.6
193	Steve Carl Adams	924063156728721408	1	0	0	Sean Hannity 10/25/17 - Hannity Fox News Today October 25, 2017 BOB CORKER, JEFF FLAKES, TRUMP http://fb.me/zKw9skzL 	2017-10-27 23:59:59	/BRABusinessRate/status/924063156728721409	BRABusinessRate	0.0
194	JeanLR	924063155675893760	0	1	0	Wtf is wrong with you? Trump Cult Victim	2017-10-27 23:59:59	/JeanLR/status/924063155675893760	JeanLR	-0.35833333333333334
195	John Aravosis	924063155168464896	119	22	81	That is messed up. So we’re supposed to overlook the fact that Trump may have colluded with a foreign enemy to cheat the election. https://twitter.com/davidfrum/status/923862935629418496 …	2017-10-27 23:59:59	/aravosis/status/924063155168464896	aravosis	-0.125
196	Trendinalia Singapore  🇸🇬	924063154623062016	0	0	0	"⒍ #StrangerThings
⒎ Yoona
⒏ #Trump
⒐ #Myanmar
⒑ #MMAF2017

2017/10/28 07:53 +08 #trndnl http://www.trendinalia.com/twitter-trending-topics/singapore/singapore-today.html …"	2017-10-27 23:59:58	/trendinaliaSG/status/924063154623062016	trendinaliaSG	0.0
197	#FueraGuzman	924063153037742080	1	1	0	Donald trump?	2017-10-27 23:59:58	/carlosdvcab/status/924063153037742080	carlosdvcab	0.0
198	Dave Michels	924063152689598464	1	0	0	"President Trump Will Shrink 2 National Monuments in Utah

http://flip.it/iY-0dF "	2017-10-27 23:59:58	/DaveMichels/status/924063152689598464	DaveMichels	0.0
199	JEEPEG	924063152509259776	0	0	0	Christie lists the reasons he's unpopular: 1. Trump, 2. A thing about a bridge https://www.b7d.org/?p=228094 	2017-10-27 23:59:58	/jeepeg/status/924063152509259776	jeepeg	0.0
200	Ruby	924063151921840128	0	0	0	Timeline behind Trump dossier story comes to light via the @FoxNews Apphttp://video.foxnews.com/v/5627371148001/ …	2017-10-27 23:59:58	/mrsbumble97/status/924063151921840128	mrsbumble97	0.0
201	Jerkman	924063148868493312	4	1	0	What is Trump's strategy?  Remember when he said he could do it in 30 days?	2017-10-27 23:59:57	/MisterPiggins/status/924063148868493312	MisterPiggins	0.0
202	Newsaloo	924063147115319296	0	0	0	Trump Counsel Tells Democrat to Lawyer Up After Vladimir Putin Trump Dossier Allegations http://insider.foxnews.com/2017/10/27/trump-counsel-tells-democrat-lawyer-after-vladimir-putin-trump-dossier-allegations …	2017-10-27 23:59:57	/newsaloo/status/924063147115319301	newsaloo	0.0
203	Gregg Burch	924063146918207488	0	0	0	A growing chorus. Billionaire G.O.P. Investors Are Privately Trash-Talking Trump - Vanity Fair https://apple.news/Ad86IKeU7RuW7Ms-bH1kF4Q …	2017-10-27 23:59:57	/GreggBurch/status/924063146918207488	GreggBurch	0.35
204	janaloka	924063146901495808	0	0	0	Ten free-market groups advise Trump to reject <b>solar</b> tariffs https://goo.gl/fb/14qEw5  viahttp://janaloka.com 	2017-10-27 23:59:57	/janaloka_com/status/924063146901495810	janaloka_com	0.0
205	Insane! Lock him up!	924063146565812224	0	0	0	Or Trump lovers without an education and common sense	2017-10-27 23:59:57	/ih8trumpthemost/status/924063146565812224	ih8trumpthemost	-0.3
206	#OjO	924063145848602624	0	0	0	"Retweeted Alberto Ravell (@AlbertoRavell):

¡Echándole la culpa al otro! El Aissami responsabiliza a Trump de... http://fb.me/2sdxW3irF "	2017-10-27 23:59:56	/Venezuela_OjO/status/924063145848602625	Venezuela_OjO	0.0
207	D. Beavers	924063145232097280	0	0	0	"@TomSteyer President Trump is correct. You are wacky. My goodness.
You don't have anything else to do with your time and money? Sad!!"	2017-10-27 23:59:56	/DBeavers10/status/924063145232097280	DBeavers10	-0.140625
208	Sarge	924063145211113472	0	0	0	Ron Rosenstein Breaks Silence, Admits One Thing That Proves Trump’s Innocent Of Everything https://libertywriters.com/?p=42194  via @liberty_writers	2017-10-27 23:59:56	/Sarge1208/status/924063145211113472	Sarge1208	0.4
209	Doug Wead	924063144070275072	4	0	6	JFK assassination files released by Trump https://youtu.be/FG5EczIJ5R0  via @YouTube LBJ says Kennedy killed President Diem.	2017-10-27 23:59:56	/DougWead/status/924063144070275072	DougWead	-0.2
210	abraham elterman	924063143227154432	0	0	0	The victims told their story to others at the time it happened, way before Trump ran for President https://www.washingtonpost.com/news/fact-checker/wp/2017/10/27/trump-says-sex-harassment-claims-are-fake-news-but-there-are-collaborators/ …	2017-10-27 23:59:56	/aelterman/status/924063143227154437	aelterman	0.0
211	Dianne Wing	931310915856797696	0	0	0	Trump Voters Celebrate Massive Tax Cut for Everyone But Them https://www.newyorker.com/humor/borowitz-report/trump-voters-celebrate-massive-tax-cut-for-everyone-but-them …	2017-11-16 23:59:59	/DianneWing2/status/931310915856797696	DianneWing2	0.0
212	Rain Shine	931310915735212032	0	0	0	Trump National Embarrassmints https://twitter.com/jannarden/status/931302392058048513 …	2017-11-16 23:59:59	/RedTailspin/status/931310915735212033	RedTailspin	0.0
213	McBob is my hero!	931310914728529920	0	0	0	trump is a cunt	2017-11-16 23:59:59	/denocobb/status/931310914728529926	denocobb	0.0
214	But Her Emails!	931310914212524032	0	0	0	But her emails!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #ButHerEmails #Comey #Clinton #Trump	2017-11-16 23:59:59	/butheremailsbot/status/931310914212524034	butheremailsbot	0.0
215	Tony - ImpeachTrump!	931310914069970944	0	0	0	We #NeedtoImpeach @RealDonaldTrump. Join me and sign on to @TomSteyer’s petition demanding Congress impeach Trump. http://action.needtoimpeach.com/stop-trumps-tax-scheme?sc=tws …	2017-11-16 23:59:59	/ibgeekme/status/931310914069970945	ibgeekme	0.0
216	@MamaKnits3	931310913881194496	9	0	8	"Looks like some in the Trump camp are finally catching on. 
@realDonaldTrump actually said this. 
“You can’t con people, at least not for long.  If you don’t deliver the goods, people will eventually catch on.” - 
1:50 PM · Dec 10, 2012"	2017-11-16 23:59:59	/Mamaknits3/status/931310913881194497	Mamaknits3	0.0625
217	RepublicanChrisRock	931310912874647552	1	1	0	In Alabama, Obama is as popular as Trump in this poll. Is Karl Rove behind this obvious push poll?	2017-11-16 23:59:59	/spiritof1972/status/931310912874647552	spiritof1972	0.06666666666666665
218	Cliff Potts for US Senate	931310912111239168	3	2	4	"I was about to I chickened out and voted for hillary.Every election local and general is usually just a hand full of people Churches brought bus loads full of people that haven't voted in 25+yrs. Freaked me out. 
All of them for trump. Pastors tell the congregations who to vote 4"	2017-11-16 23:59:59	/KatG4/status/931310912111239168	KatG4	0.1
219	Fireball Ben	931310911964540928	0	0	0	Are you kidding? Trump can't afford that slump.	2017-11-16 23:59:58	/BenB388/status/931310911964540929	BenB388	0.0
220	Blonde Haired Girl	931310911951794176	2	0	0	Those who rode in Trump Jet.  Trump’s Modeling agency is a total ruse!	2017-11-16 23:59:58	/jktgirl/status/931310911951794177	jktgirl	0.0
221	Elaine Degner	931310908801941504	0	0	0	Vets In Puerto Rico Reveal Trump's Lies: Supplies NOT Getting To People ... https://youtu.be/Tvm0WhmLhsM  via @YouTube	2017-11-16 23:59:58	/ebd1939/status/931310908801941505	ebd1939	0.0
222	Liam O'Brien	931310908336349184	0	0	0	I’d say Trump is an animal. But that would be the greatest irony. He doesn’t have the compassion, intelligence and integrity of one.	2017-11-16 23:59:58	/liamobrienactor/status/931310908336349184	liamobrienactor	1.0
223	Jerami Christoff	931310907736682496	0	0	0	One sentence, one goal: Stop Trump from single-handedly launching a nuclear war. Join me as a citizen co-sponsor of @RepAdamSmith’s #NoFirstUse bill!http://act.winwithoutwar.org/sign/citizen-co-sponsors-needed-no-first-use-nukes?akid=s15932..ZKHeMc …	2017-11-16 23:59:57	/jerry_bier/status/931310907736682496	jerry_bier	0.0
224	George brown	931310907514163200	0	0	0	Sure was something trump cared about, just returning the love.	2017-11-16 23:59:57	/georgebrown06/status/931310907514163201	georgebrown06	0.5
225	Katherine Corey	931310906922885120	13	1	3	Don’t resign! You are apologizing, examining what you did wrong, and making changes. That IS enough. We need to CHANGE, not throw people away. Trump and Moore have no moral compass and no desire to change.	2017-11-16 23:59:57	/KJsavestheworld/status/931310906922885120	KJsavestheworld	-0.16666666666666666
226	Kanal A	931310904641175552	3	0	2	Pentagon resmi Twitter hesabından aralarında ABD Başkanı Trump’ın da bulunduğu hakkında taciz iddiaları bulunan siyasetçilerin görevlerinden istifa etmesi çağrısında bulunan bir paylaşımı yanlışlıkla ‘retweet’ yapıldı. pic.twitter.com/1wU2zrhHx7	2017-11-16 23:59:57	/kanalahaber/status/931310904641175554	kanalahaber	0.0
227	Elizabeth Henry	931310904234278912	1	0	0	Since TRump is illiterate, the argument is that few, if any of his fellow Republicans can read (why else have aides). We can surmise that they (w/infinite donor $) can afford nannies. Premise: the nannies will create little Republicans. https://twitter.com/Jdarcey13Jon/status/931307734091182080 …	2017-11-16 23:59:57	/HenryLeerhenry/status/931310904234278912	HenryLeerhenry	-0.19375
228	Bonnie J Leigland	931310904154583040	2	0	1	Donald Trump conspicuously silent on Donald Trump.	2017-11-16 23:59:57	/cmbackshane/status/931310904154583040	cmbackshane	0.0
229	Tardigrade Waterbear	931310901671677952	0	0	0	President Trump's Tweet Is Going Viral! https://youtu.be/vm8GNSnwvho  via @YouTube	2017-11-16 23:59:56	/kaarelhostland/status/931310901671677952	kaarelhostland	0.0
230	Melvin Jefferson	931310900891537408	0	0	0	Oh why would you release a poll like this? Now Trump will do more damage to America by undoing some more Obama's positive achievements. Trump just gave his blessings to kill the elephants off for money. It's going to be like a Tarzan movie.	2017-11-16 23:59:56	/mikej6374/status/931310900891537408	mikej6374	0.4090909090909091
231	Shirtless Pundit	829834016413011968	150	8	64	"BOOM: 9th Circuit Court denied Trump’s appeal to reinstate #MuslimBan!

Washington state to the rescue "	2017-02-09 23:27:01	/zachhaller/status/829834016413011968	zachhaller	0.0
232	Daniel Dale	829835503671316480	834	19	505	The court says it can't trust that Trump's counsel won't just change his mind and include green card holders again: https://assets.documentcloud.org/documents/3457898/2-9-17-9th-Circuit-Order.pdf …pic.twitter.com/sbFQGZCiUB	2017-02-09 23:32:56	/ddale8/status/829835503671316485	ddale8	-0.2
233	Sahil Kapur	829840481098031104	114	5	47	The three 9th Circuit judges who ruled in the Trump immigration case are appointees of Carter, G.W. Bush and Obama.	2017-02-09 23:52:43	/sahilkapur/status/829840481098031105	sahilkapur	0.0
234	Tovarich Hernandovich	829779056937803776	446	22	647	No es Trump quien ha llevado al país a su actual situación de fragilidad extrema, y sí políticas apoyadas x quienes hoy convocan a protestar	2017-02-09 19:48:38	/monerohernandez/status/829779056937803777	monerohernandez	0.0
235	Kevin McShea	829842313560010752	0	0	0	Under Armour’s CEO Just Called Trump An “Asset.” Steph Curry’s Response Is PERFECT - http://occupydemocrats.com/2017/02/09/armours-ceo-just-called-trump-asset-steph-currys-response-perfect/ …	2017-02-09 23:59:59	/KevinMcshea/status/829842313560010752	KevinMcshea	1.0
236	Sky News Newsdesk	829837425031671808	157	40	153	"U.S. President Donald Trump has tweeted ""SEE YOU IN COURT, THE SECURITY OF OUR NATION IS AT STAKE!"" following Appeals Court decision on ban"	2017-02-09 23:40:34	/SkyNewsBreak/status/829837425031671809	SkyNewsBreak	0.0
237	James Igoe	829842313467854848	0	0	0	How the Trump Gag Rule Threatens Women’s Lives in Nepal https://getpocket.com/@d8dpfTd1Ac106d3d14g6610gFvd5A485e91OS1hXy1HePHZ85a2a6R97g33AfV08/share/1863175 …	2017-02-09 23:59:59	/JamesJosephIgoe/status/829842313467854848	JamesJosephIgoe	0.0
238	Earthjustice	829827230301827072	94	4	74	Trump closed the comment line so we will deliver our comments directly to the White House! Add your voice: http://ejus.tc/2knBGXY  #NoDAPLpic.twitter.com/w3Vh9rnrTu	2017-02-09 23:00:03	/Earthjustice/status/829827230301827072	Earthjustice	0.0
239	TRUMP USA  🇺🇸	829747944983244800	193	12	153	RT If you just adore #Barron #Trump #FirstFamily Barron Trump  pic.twitter.com/7JIaOwsU7N	2017-02-09 17:45:00	/MADE__USA/status/829747944983244806	MADE__USA	0.0
240	Sahil Kapur	829833805540237312	2569	41	1591	9th Circuit devotes five pages to disputing Trump DOJ's contention about the courts' authority to review his actions, and concludes w/ this. pic.twitter.com/WJFpn9KpaB	2017-02-09 23:26:11	/sahilkapur/status/829833805540237312	sahilkapur	0.0
241	he ruined my dream journal	828829111753830400	139360	386	73073	I won't ever forget watching Barack Obama, Hillary Clinton, and Donald Trump react to the Pulse massacre. Neither should you. #OrlandoStrongpic.twitter.com/NlZRgvz0nb	2017-02-07 04:53:53	/afantasticdream/status/828829111753830400	afantasticdream	0.0
242	CNN	829840669275541504	2747	291	1042	The ruling for President Trump's travel ban to remain blocked was unanimous, from a three-judge panel http://cnn.it/2k8EbkJ pic.twitter.com/fZzdYpdfae	2017-02-09 23:53:27	/CNN/status/829840669275541506	CNN	0.0
243	Tamoor Hussain	829439227196760064	232590	950	135060	Reading Trump tweets pic.twitter.com/yFDOZGLq3t	2017-02-08 21:18:16	/tamoorh/status/829439227196760065	tamoorh	0.0
244	The Boston Globe	829841245237346304	115	3	61	A federal appeals court declined to reinstate Donald Trump's travel ban. Read the ruling for yourself: http://bos.gl/foj5ZFS pic.twitter.com/GDN9sVis2v	2017-02-09 23:55:45	/BostonGlobe/status/829841245237346305	BostonGlobe	0.0
245	Xeni Jardin	829764321064411136	306	9	227	Pro-America Anti-Trump activists call a national general strike Feb 17. Buy nothing, protest everywhere. #Resist http://boingboing.net/2017/02/09/anti-trump-activists-call-a-na.html …pic.twitter.com/XlAoqk3uCU	2017-02-09 18:50:05	/xeni/status/829764321064411136	xeni	0.05000000000000002
246	Lynne Darvishian	829841720036691968	2	0	6	FOR MY ANIMAL ADVOCATES!!!!! Trump's USDA drops animal abuse reports, tries to blame Obama http://www.msnbc.com/rachel-maddow/watch/trump-s-usda-drops-animal-abuse-reports-tries-to-blame-obama-872280131542 … via @msnbc	2017-02-09 23:57:38	/WatchMeRise596/status/829841720036691969	WatchMeRise596	-0.1
247	Meghan McCain	829791884088373248	84513	6418	27409	Trump has never served. My father can't bend one of his knees or lift one of his arms above his head. I am done with this today. DONE.	2017-02-09 20:39:36	/MeghanMcCain/status/829791884088373248	MeghanMcCain	0.0
248	Cathy Giangeruso	829842312712843264	0	0	0	Trump's education secretary pick plans to get rid of Common Core standards http://nyp.st/2hyY1QB  via @nypost	2017-02-09 23:59:59	/Tadgeone/status/829842312712843264	Tadgeone	-0.3
249	Michael Moore	829841225725394944	23927	662	5692	Appeals Court UNANIMOUSLY stuns So-Called President Trump, handing him an unequivocal defeat. Including the chief judge appointed by W.	2017-02-09 23:55:40	/MMFlint/status/829841225725394945	MMFlint	0.0
250	The Associated Press	829830807409815552	61890	921	36776	BREAKING: US appeals court refuses to reinstate Trump's ban on travelers from seven Muslim-majority nations.	2017-02-09 23:14:16	/AP/status/829830807409815552	AP	0.0
251	Fred	873328857675386880	0	0	0	"Trump is a ""Bull"" that carries his own ""glass menagerie"" with him."	2017-06-09 23:59:59	/fcretired/status/873328857675386882	fcretired	0.6
252	Stefan Molyneux	873274687475863552	2151	408	2326	Wow! Trump Assassination Play Is Sponsored By The New York Times. Unbelievable! http://bigleaguepolitics.com/trump-assassination-play-sponsored-new-york-times/ …	2017-06-09 20:24:44	/StefanMolyneux/status/873274687475863553	StefanMolyneux	-0.017045454545454548
253	Seth Abramson	873226576883851264	13138	785	6518	BREAKING: Senator Reed of the Senate Intel Committee says Trump *will* be deposed, *under oath*, by Special Counsel Mueller at some point.	2017-06-09 17:13:34	/SethAbramson/status/873226576883851269	SethAbramson	0.35714285714285715
254	Steve Marmel	873188704843464704	313	16	136	"Trump:
Lies about about Obama's citizenship
Lies he won the popular vote 
Lies about size of his inauguration
HE'S pointing small fingers?"	2017-06-09 14:43:04	/Marmel/status/873188704843464704	Marmel	0.175
255	But Her Emails!	873328857004343296	0	0	0	But her emails!!!!!!!!!!!!!!! #ButHerEmails #Comey #Clinton #Trump	2017-06-09 23:59:59	/butheremailsbot/status/873328857004343296	butheremailsbot	0.0
256	Malcolm Nance	873259898687160320	2290	216	1062	Shorter Trump: 'Yes I'm saying I taped. No I'm not going to release my tapes. But Believe me they exist!' Cue Special Prosecutor Buzzsaw. https://twitter.com/zekejmiller/status/873257128059961345 …	2017-06-09 19:25:58	/MalcolmNance/status/873259898687160321	MalcolmNance	0.35714285714285715
257	Mic	873285839329120256	120	4	72	House Intelligence Committee sets deadline for Trump to produce taped Comey conversations http://bit.ly/2snd1Kk pic.twitter.com/K4r7KsIcvp	2017-06-09 21:09:03	/mic/status/873285839329120256	mic	0.0
258	Brian Krassenstein 🐬	873318793866391552	3205	95	3147	RETWEET if You Will be able to tell your children & grandchildren that you DID NOT vote for Treasonous Trump EVER!	2017-06-09 23:20:00	/krassenstein/status/873318793866391554	krassenstein	0.625
259	Zyite	873321643350818816	1	0	1	Trump Can Accept Payments From Foreign Governments, U.S. Argues http://ow.ly/JQRK50c3IPd 	2017-06-09 23:31:19	/ZyiteGadgets/status/873321643350818816	ZyiteGadgets	-0.125
260	Sharyl Attkisson	873058037052850176	810	92	1008	With so many Democrats, Republicans and media interests criticizing President Trump as strongly and as often as they do, it means he is:	2017-06-09 06:03:51	/SharylAttkisson/status/873058037052850178	SharylAttkisson	0.4666666666666667
261	Bradd Jaffy	873266858862030848	6336	260	5144	“Thirty times, they caught him” — when Trump was confronted with his falsehoods under oath in 2007 http://wapo.st/2aLwdrr  via @Fahrentholdpic.twitter.com/vaTDaL8apk	2017-06-09 19:53:38	/BraddJaffy/status/873266858862030849	BraddJaffy	0.0
262	McSpocky™  👽 🖖	873181409770442752	134	31	34	James Comey Would Rather Have Been At Dinner With His Wife Than Donald Trump http://bit.ly/2r8ByCW pic.twitter.com/6MkX6tp3UU	2017-06-09 14:14:05	/mcspocky/status/873181409770442753	mcspocky	0.0
